,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,score
40892,NoneType,True,gini,NoneType,0.4,1,4,512,32,0.9919947059310117
40893,NoneType,False,gini,11,0.1,17,18,8,32,0.9582428654148399
40894,NoneType,True,gini,9,0.05,8,2,512,32,0.971435271734635
40895,PCA,True,entropy,NoneType,0.3,1,15,256,32,0.9889923897758294
40896,PCA,True,entropy,NoneType,0.45,17,6,64,32,0.9708879973529653
40897,NoneType,True,entropy,11,0.45,1,2,32,32,0.9897202415418975
40898,PCA,True,entropy,8,0.45,5,3,512,32,0.9762552733890313
40899,NoneType,True,entropy,NoneType,0.4,1,8,256,32,0.9909942096120441
40900,PCA,False,entropy,NoneType,0.45,1,19,32,32,0.9855346182479942
40901,NoneType,False,entropy,NoneType,0.2,2,2,16,32,0.990265944246836
40902,NoneType,False,gini,12,0.25,4,19,8,32,0.9817157746711886
40903,PCA,False,entropy,11,0.4,1,5,512,32,0.9885373480023162
40904,NoneType,True,gini,NoneType,0.25,4,2,64,32,0.9882648688890727
40905,NoneType,True,entropy,NoneType,0.05,3,2,256,32,0.9875373480023162
40906,PCA,False,entropy,11,0.45,1,19,512,32,0.9859897427413351
40907,PCA,True,gini,12,0.4,2,5,8,32,0.9798034576888079
40908,NoneType,True,gini,11,0.45,3,6,512,32,0.9873556952601538
40909,PCA,False,entropy,NoneType,0.4,6,9,512,32,0.9871728017205724
40910,NoneType,False,gini,NoneType,0.45,2,16,512,32,0.9894475969889983
40911,NoneType,False,entropy,NoneType,0.3,3,6,512,32,0.9914490032260733
40912,NoneType,False,entropy,NoneType,0.45,1,8,16,32,0.989083712465878
40913,NoneType,True,entropy,NoneType,0.3,1,2,256,32,0.9916308214078915
40914,NoneType,False,gini,NoneType,0.05,5,19,256,32,0.9851723054016048
40915,PCA,False,gini,9,0.4,1,6,8,32,0.9697968401025726
40916,PCA,False,gini,NoneType,0.2,1,17,128,32,0.9913580114153364
40917,PCA,False,gini,NoneType,0.3,1,6,512,32,0.9915399950368103
40918,NoneType,False,entropy,12,0.15000000000000002,1,8,512,32,0.9893561915791216
40919,NoneType,False,entropy,NoneType,0.15000000000000002,1,5,32,32,0.9909937960129043
40920,NoneType,False,entropy,10,0.4,2,4,512,32,0.9894475142691703
40921,NoneType,False,gini,NoneType,0.25,1,11,64,32,0.991085201422781
40922,NoneType,False,entropy,NoneType,0.15000000000000002,1,4,256,32,0.9918125568698816
40923,PCA,False,entropy,NoneType,0.2,3,4,512,32,0.9910848705434694
40924,NoneType,False,entropy,NoneType,0.35000000000000003,1,3,32,32,0.9921766068326578
40925,NoneType,False,entropy,11,0.45,1,12,128,32,0.9903574323765406
40926,NoneType,False,entropy,NoneType,0.35000000000000003,1,7,64,32,0.9912667714451153
40927,NoneType,True,entropy,8,0.45,19,9,512,32,0.9746195715112913
40928,NoneType,False,gini,NoneType,0.15000000000000002,2,2,512,32,0.9912671850442552
40929,NoneType,False,entropy,NoneType,0.45,4,4,512,32,0.990903135081479
40930,PCA,False,entropy,NoneType,0.15000000000000002,1,20,8,32,0.9790764331210191
40931,NoneType,False,gini,NoneType,0.25,1,3,32,32,0.9919038795599306
40932,NoneType,False,entropy,11,0.45,2,2,128,32,0.990721151460005
40933,NoneType,True,entropy,NoneType,0.2,1,20,64,32,0.9872642071304492
40934,PCA,False,entropy,NoneType,0.05,2,18,256,32,0.9890833815865662
40935,NoneType,False,entropy,12,0.3,1,4,256,32,0.9919945404913557
40936,PCA,False,gini,NoneType,0.1,1,5,128,32,0.9909940441723881
40937,PCA,True,gini,NoneType,0.3,2,20,512,32,0.9880829679874266
40938,NoneType,False,gini,12,0.25,1,20,64,32,0.9885378443212838
40939,NoneType,False,gini,NoneType,0.15000000000000002,1,5,128,32,0.9917219786582845
40940,NoneType,False,entropy,NoneType,0.15000000000000002,1,2,64,32,0.9917216477789725
40941,NoneType,False,entropy,12,0.25,1,2,64,32,0.9916305732484076
40942,PCA,False,gini,NoneType,0.45,5,19,256,32,0.9858080899991728
40943,NoneType,False,gini,NoneType,0.4,3,2,512,32,0.9912671023244272
40944,NoneType,False,gini,8,0.45,4,20,512,32,0.9785309785755645
40945,NoneType,True,entropy,12,0.45,12,20,512,32,0.983443543717429
40946,NoneType,True,entropy,NoneType,0.45,1,17,8,32,0.9834429646786335
40947,PCA,False,entropy,11,0.1,20,2,512,32,0.9778934568616098
40948,NoneType,True,gini,NoneType,0.4,1,2,128,32,0.9917221440979404
40949,NoneType,False,gini,NoneType,0.45,3,2,8,32,0.9848982546116305
40950,NoneType,False,gini,NoneType,0.25,1,2,256,32,0.9933593349325832
40951,NoneType,False,gini,12,0.35000000000000003,18,20,512,32,0.9823518901480686
40952,NoneType,False,entropy,11,0.45,1,3,512,32,0.9909030523616511
40953,PCA,False,gini,NoneType,0.05,1,3,512,32,0.9923586731739598
40954,NoneType,False,entropy,NoneType,0.3,1,7,512,32,0.9926315658863428
40955,NoneType,False,entropy,8,0.1,17,19,512,32,0.9667959301844651
40956,PCA,False,entropy,NoneType,0.25,2,7,256,32,0.9907209033005211
40957,PCA,False,gini,NoneType,0.35000000000000003,1,2,512,32,0.9916307386880636
40958,PCA,True,entropy,NoneType,0.15000000000000002,19,20,512,32,0.9773477541566713
40959,PCA,False,entropy,NoneType,0.05,1,4,16,32,0.9829881710646042
40960,NoneType,False,entropy,8,0.45,1,8,32,32,0.9813511456696171
40961,NoneType,False,entropy,NoneType,0.35000000000000003,2,2,512,32,0.9925405740756059
40962,NoneType,False,entropy,NoneType,0.45,19,5,512,32,0.9831706510050461
40963,NoneType,False,entropy,10,0.45,13,19,16,32,0.9808051948051949
40964,NoneType,False,gini,NoneType,0.25,1,5,64,32,0.9928131359086774
40965,NoneType,False,entropy,NoneType,0.45,1,16,256,32,0.990630242369096
40966,PCA,False,entropy,NoneType,0.05,6,2,512,32,0.9884468525105466
40967,PCA,False,gini,NoneType,0.15000000000000002,13,20,512,32,0.9856265199768384
40968,NoneType,False,entropy,12,0.25,1,9,16,32,0.9879919761766895
40969,NoneType,False,gini,NoneType,0.4,1,8,512,32,0.9916309868475475
40970,NoneType,True,gini,NoneType,0.45,1,17,128,32,0.9879013152452643
40971,NoneType,False,entropy,NoneType,0.1,19,9,512,32,0.976530151377285
40972,PCA,False,gini,11,0.45,20,4,512,32,0.9759828769956158
40973,NoneType,False,entropy,NoneType,0.45,1,5,256,32,0.9916308214078915
40974,NoneType,False,gini,NoneType,0.35000000000000003,1,4,64,32,0.9921766895524857
40975,PCA,False,gini,NoneType,0.15000000000000002,16,3,512,32,0.9843528827860037
40976,NoneType,True,entropy,11,0.45,1,20,256,32,0.9879012325254364
40977,NoneType,False,gini,12,0.25,1,3,512,32,0.9911761105136903
40978,PCA,False,entropy,NoneType,0.35000000000000003,1,3,128,32,0.9905390023988749
40979,PCA,True,gini,NoneType,0.25,1,10,128,32,0.9899026387625114
40980,NoneType,True,entropy,12,0.35000000000000003,1,2,8,32,0.9862638762511375
40981,NoneType,True,gini,NoneType,0.25,1,13,512,32,0.9900846223839856
40982,PCA,False,gini,NoneType,0.2,2,17,512,32,0.9906303250889238
40983,NoneType,False,gini,NoneType,0.05,1,20,64,32,0.9869916452973779
40984,PCA,False,gini,NoneType,0.2,1,8,64,32,0.9914489205062453
40985,NoneType,False,entropy,NoneType,0.2,4,17,512,32,0.9895384233600796
40986,PCA,True,gini,NoneType,0.1,2,17,128,32,0.9855350318471338
40987,NoneType,False,entropy,11,0.35000000000000003,4,18,512,32,0.988901646124576
40988,PCA,False,gini,11,0.05,2,15,512,32,0.9845347009678221
40989,PCA,True,entropy,NoneType,0.1,1,2,512,32,0.990903135081479
40990,PCA,True,entropy,12,0.45,1,3,256,32,0.9881732980395401
40991,NoneType,False,entropy,NoneType,0.3,1,2,512,32,0.992813466787989
40992,PCA,False,entropy,11,0.25,1,18,256,32,0.9886286706923648
40993,NoneType,False,entropy,NoneType,0.25,1,9,256,32,0.9916311522872032
40994,PCA,False,entropy,11,0.2,2,2,512,32,0.9906304078087518
40995,PCA,False,entropy,12,0.25,1,2,64,32,0.9907210687401771
40996,PCA,False,gini,10,0.25,2,3,512,32,0.9864454462734719
40997,NoneType,False,entropy,NoneType,0.3,2,2,64,32,0.9915399950368103
40998,PCA,False,entropy,NoneType,0.2,1,10,512,32,0.9919038795599304
40999,PCA,False,entropy,8,0.05,1,15,512,32,0.9734356853337743
41000,PCA,True,gini,NoneType,0.15000000000000002,1,6,512,32,0.9917218959384566
41001,NoneType,False,gini,NoneType,0.3,1,3,128,32,0.9921768549921417
41002,NoneType,True,entropy,11,0.35000000000000003,1,6,128,32,0.9909939614525601
41003,PCA,False,gini,NoneType,0.3,1,4,256,32,0.9924496649846969
41004,NoneType,False,entropy,9,0.35000000000000003,2,2,256,32,0.9869912316982381
41005,NoneType,False,entropy,9,0.45,17,7,64,32,0.9816242038216562
41006,NoneType,False,entropy,NoneType,0.2,2,5,8,32,0.9864450326743321
41007,NoneType,False,entropy,NoneType,0.35000000000000003,1,20,64,32,0.9899934651335925
41008,NoneType,True,gini,NoneType,0.4,1,4,256,32,0.9921766068326578
41009,NoneType,False,entropy,NoneType,0.4,1,8,512,32,0.9916309041277195
41010,NoneType,False,entropy,NoneType,0.4,20,20,32,32,0.9824429646786335
41011,NoneType,False,entropy,12,0.45,13,2,16,32,0.982715361072049
41012,NoneType,False,gini,NoneType,0.45,16,20,64,32,0.9826248655802796
41013,PCA,False,gini,NoneType,0.45,1,7,32,32,0.9871728844404004
41014,NoneType,False,gini,NoneType,0.4,1,18,16,32,0.9869005707668126
41015,NoneType,False,entropy,10,0.45,3,20,32,32,0.9866273471751178
41016,PCA,False,gini,NoneType,0.15000000000000002,1,5,256,32,0.9926316486061708
41017,NoneType,False,gini,NoneType,0.3,3,20,512,32,0.9899934651335925
41018,PCA,False,entropy,NoneType,0.2,4,20,128,32,0.9883555298204978
41019,NoneType,True,entropy,NoneType,0.45,20,20,8,32,0.9679777483662834
41020,NoneType,False,entropy,NoneType,0.4,1,2,32,32,0.9919951195301515
41021,NoneType,False,entropy,NoneType,0.15000000000000002,19,4,32,32,0.9815327156919513
41022,NoneType,False,entropy,10,0.4,14,20,64,32,0.9844441227562248
41023,NoneType,False,entropy,NoneType,0.3,11,20,32,32,0.9858994126892215
41024,PCA,False,entropy,NoneType,0.45,20,19,512,32,0.9768918851848788
41025,NoneType,False,entropy,NoneType,0.1,1,20,16,32,0.984807841839689
41026,PCA,False,gini,NoneType,0.2,1,19,32,32,0.988537430722144
41027,NoneType,False,entropy,11,0.35000000000000003,11,4,128,32,0.9865366862436927
41028,PCA,False,gini,NoneType,0.35000000000000003,1,2,32,32,0.9909028869219952
41029,PCA,True,gini,12,0.25,1,4,256,32,0.9897204069815535
41030,NoneType,True,gini,NoneType,0.2,1,2,32,32,0.9909942096120441
41031,PCA,False,entropy,11,0.3,12,6,512,32,0.0
41032,NoneType,True,gini,NoneType,0.05,1,16,512,32,0.9862637108114816
41033,NoneType,False,entropy,NoneType,0.35000000000000003,12,16,256,32,0.9868094135164199
41034,NoneType,True,gini,8,0.35000000000000003,2,17,16,32,0.9728003143353463
41035,PCA,True,gini,12,0.05,15,11,512,45,0.7974921630094044
41036,PCA,False,entropy,NoneType,0.05,17,10,256,32,0.9803492431135743
41037,PCA,False,gini,12,0.1,5,17,64,45,0.8695924764890283
41038,NoneType,True,entropy,9,0.25,14,4,8,32,0.9701613863843163
41039,OneHotEncoder,False,entropy,NoneType,0.05,17,10,256,45,0.9626959247648902
41040,PCA,False,gini,9,0.05,20,4,256,45,0.7802507836990596
41041,OneHotEncoder,False,gini,10,0.25,19,12,8,45,0.9479623824451411
41042,PCA,False,entropy,10,0.25,17,11,8,45,0.870846394984326
41043,OneHotEncoder,False,gini,9,0.35000000000000003,17,15,8,45,0.9476489028213166
41044,NoneType,True,entropy,10,0.45,10,19,8,45,0.9442006269592476
41045,OneHotEncoder,True,gini,8,0.05,16,9,8,45,0.9172413793103449
41046,OneHotEncoder,False,entropy,8,0.05,11,10,512,45,0.9623824451410659
41047,NoneType,False,entropy,11,0.15000000000000002,16,20,8,45,0.9404388714733543
41048,NoneType,False,gini,11,0.45,5,14,8,45,0.9498432601880878
41049,NoneType,True,entropy,12,0.05,17,14,128,45,0.932601880877743
41050,OneHotEncoder,False,entropy,8,0.4,19,10,8,45,0.9501567398119122
41051,NoneType,False,gini,8,0.05,4,4,512,45,0.9482758620689655
41052,OneHotEncoder,True,entropy,NoneType,0.35000000000000003,1,6,512,45,0.9586206896551722
41053,OneHotEncoder,False,entropy,NoneType,0.15000000000000002,3,7,512,45,0.9614420062695924
41054,NoneType,False,entropy,12,0.05,9,11,256,45,0.9510971786833855
41055,NoneType,False,gini,12,0.4,11,18,128,45,0.9510971786833856
41056,OneHotEncoder,True,gini,8,0.05,8,11,512,45,0.961755485893417
41057,PCA,True,entropy,10,0.45,9,15,256,32,0.9805311440152206
41058,OneHotEncoder,True,entropy,10,0.45,9,15,256,45,0.95423197492163
41059,OneHotEncoder,True,entropy,NoneType,0.05,19,9,256,45,0.9583072100313478
41060,OneHotEncoder,False,gini,12,0.3,19,11,512,45,0.9561128526645767
41061,NoneType,False,gini,NoneType,0.05,13,17,512,45,0.9442006269592476
41062,OneHotEncoder,True,entropy,10,0.05,19,2,256,45,0.9598746081504703
41063,OneHotEncoder,True,gini,9,0.1,18,7,512,45,0.9589341692789969
41064,OneHotEncoder,False,gini,12,0.05,3,3,512,45,0.9670846394984327
41065,OneHotEncoder,False,entropy,NoneType,0.05,5,2,256,45,0.9661442006269592
41066,PCA,True,entropy,10,0.05,11,7,256,45,0.8037617554858935
41067,NoneType,False,gini,11,0.05,13,3,512,45,0.9435736677115987
41068,OneHotEncoder,False,gini,9,0.2,20,6,256,45,0.9576802507836991
41069,OneHotEncoder,False,entropy,9,0.05,10,12,128,45,0.9623824451410657
41070,OneHotEncoder,False,gini,9,0.3,17,4,256,45,0.95705329153605
41071,NoneType,True,entropy,8,0.3,16,2,512,45,0.9489028213166144
41072,OneHotEncoder,True,gini,11,0.05,8,14,512,45,0.9661442006269594
41073,OneHotEncoder,True,entropy,9,0.15000000000000002,7,11,256,45,0.9601880877742947
41074,OneHotEncoder,False,entropy,10,0.45,12,2,256,45,0.9539184952978056
41075,"['DualImputer', 'PCA']",False,gini,12,0.1,5,17,64,41,0.9356564364876385
41076,"['DualImputer', 'PCA']",True,gini,12,0.05,15,11,512,41,0.8449701619778347
41077,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.45,9,15,256,41,0.9049658994032395
41078,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.05,17,10,256,41,0.8654092071611255
41079,"['DualImputer', 'PCA']",False,gini,9,0.05,20,4,256,41,0.8625532821824382
41080,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.35000000000000003,1,11,8,41,0.9356990622335889
41081,"['DualImputer', 'PCA']",False,entropy,NoneType,0.2,2,16,8,41,0.9078218243819267
41082,DualImputer,False,entropy,11,0.15000000000000002,18,18,8,41,0.8477834612105711
41083,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.45,1,16,512,41,0.9269181585677749
41084,DualImputer,True,gini,12,0.45,6,2,128,41,0.9356351236146633
41085,"['DualImputer', 'PCA']",False,entropy,11,0.4,3,19,32,41,0.919543904518329
41086,DualImputer,False,entropy,NoneType,0.3,19,2,32,41,0.8609761295822678
41087,DualImputer,False,gini,8,0.4,1,2,64,41,0.944458653026428
41088,"['DualImputer', 'PCA']",False,gini,12,0.45,7,7,512,41,0.928303495311168
41089,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.1,3,10,8,41,0.9181159420289855
41090,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.45,1,5,8,41,0.9341858482523444
41091,DualImputer,False,gini,8,0.4,4,9,64,41,0.9386189258312021
41092,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.1,1,2,64,41,0.9298593350383632
41093,DualImputer,False,gini,9,0.25,5,2,8,41,0.9385976129582266
41094,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.35000000000000003,2,2,128,41,0.916624040920716
41095,DualImputer,False,gini,10,0.1,1,14,512,41,0.945929241261722
41096,PCA,False,gini,8,0.25,17,19,8,32,0.9470534370088511
41097,NoneType,True,entropy,8,0.35000000000000003,15,4,8,32,0.9658846058400199
41098,NoneType,True,gini,11,0.35000000000000003,1,20,512,32,0.9863545371825626
41099,NoneType,False,entropy,NoneType,0.2,10,16,8,32,0.9818056911241626
41100,NoneType,True,gini,11,0.1,13,11,8,32,0.9569690627843495
41101,PCA,True,gini,11,0.2,20,17,8,32,0.956969641823145
41102,NoneType,True,gini,8,0.3,11,19,512,32,0.9737103978823723
41103,PCA,False,gini,12,0.1,10,7,32,32,0.978803209529324
41104,PCA,True,entropy,10,0.4,3,17,8,32,0.9758915543055672
41105,PCA,False,gini,NoneType,0.15000000000000002,11,5,8,32,0.9727084126065018
41106,PCA,True,gini,8,0.2,12,19,32,32,0.9650655968235586
41107,PCA,True,gini,11,0.05,2,5,32,32,0.9791665977334766
41108,PCA,True,gini,11,0.25,4,17,512,32,0.9849895773016792
41109,PCA,True,gini,NoneType,0.35000000000000003,9,17,8,32,0.9748000661758625
41110,NoneType,False,entropy,12,0.1,11,12,256,32,0.9796231284638928
41111,PCA,False,entropy,8,0.25,10,2,256,32,0.9757097361237488
41112,PCA,False,entropy,10,0.3,18,4,256,32,0.9798948630986848
41113,NoneType,True,gini,11,0.25,2,18,512,32,0.9867185871453389
41114,PCA,True,entropy,12,0.25,14,17,256,32,0.9791670940524444
41115,PCA,True,entropy,NoneType,0.35000000000000003,12,19,512,32,0.9803493258334022
41116,PCA,False,gini,12,0.25,18,9,512,32,0.9819872611464968
41117,PCA,True,gini,9,0.3,1,19,512,32,0.9797132103565225
41118,NoneType,True,entropy,12,0.1,15,18,128,32,0.9727089089254694
41119,NoneType,True,gini,12,0.3,20,19,512,32,0.9772584167424931
41120,PCA,True,gini,8,0.15000000000000002,1,11,512,32,0.9728901480684922
41121,NoneType,True,gini,10,0.1,6,6,8,32,0.9617921250723798
41122,NoneType,False,gini,11,0.15000000000000002,16,20,512,32,0.9805330465712633
41123,NoneType,True,entropy,11,0.2,1,3,256,32,0.9893566051782612
41124,NoneType,False,entropy,11,0.2,4,12,16,32,0.9872642071304492
41125,NoneType,False,gini,11,0.25,5,12,512,32,0.987355612540326
41126,NoneType,True,entropy,11,0.1,9,15,64,32,0.9768028786500125
41127,PCA,True,entropy,11,0.2,2,9,512,32,0.9887197452229299
41128,NoneType,False,entropy,10,0.25,3,10,64,32,0.9870823889486312
41129,PCA,True,entropy,10,0.25,6,11,32,32,0.9816235420630326
41130,NoneType,False,entropy,11,0.4,3,12,16,32,0.9871730498800563
41131,NoneType,False,entropy,10,0.2,3,12,8,32,0.9820787492762015
41132,PCA,True,gini,NoneType,0.15000000000000002,2,5,8,32,0.9793489949540906
41133,NoneType,True,entropy,11,0.25,4,19,8,32,0.9788036231284638
41134,PCA,False,entropy,NoneType,0.2,2,10,16,32,0.9884462734717513
41135,NoneType,False,entropy,10,0.25,1,20,128,32,0.9872639589709655
41136,NoneType,True,gini,10,0.2,20,10,16,32,0.9691611382248325
41137,NoneType,False,entropy,9,0.05,2,6,128,32,0.9758930432624702
41138,NoneType,False,entropy,10,0.3,2,4,128,32,0.9880829679874266
41139,NoneType,False,gini,11,0.45,1,2,8,32,0.9852625527338903
41140,NoneType,True,entropy,NoneType,0.15000000000000002,2,8,16,32,0.986900322607329
41141,NoneType,True,gini,11,0.2,4,19,16,32,0.9804418066010424
41142,NoneType,True,gini,11,0.1,1,3,256,32,0.9831712300438415
41143,NoneType,False,gini,NoneType,0.2,1,15,8,32,0.9856262718173546
41144,NoneType,True,entropy,12,0.2,1,12,16,32,0.986627347175118
41145,PCA,False,gini,8,0.25,5,7,8,32,0.9520558358838613
41146,PCA,True,entropy,10,0.3,5,12,16,32,0.9798945322193731
41147,NoneType,False,gini,NoneType,0.25,5,5,64,32,0.9893567706179172
41148,NoneType,False,gini,9,0.15000000000000002,4,10,8,32,0.9697067582099429
41149,NoneType,True,entropy,12,0.4,5,5,16,32,0.9858996608487054
41150,PCA,False,entropy,9,0.3,3,5,256,32,0.984170568285218
41151,PCA,False,entropy,11,0.4,2,7,64,32,0.9878094135164199
41152,PCA,False,gini,12,0.05,5,8,512,32,0.986536272644553
41153,OneHotEncoder,True,entropy,9,0.05,19,19,64,45,0.9557993730407522
41154,PCA,False,entropy,11,0.2,4,8,512,45,0.898746081504702
41155,OneHotEncoder,True,entropy,11,0.05,7,7,256,45,0.9664576802507838
41156,OneHotEncoder,False,entropy,9,0.3,18,14,256,45,0.95705329153605
41157,OneHotEncoder,True,entropy,10,0.05,12,4,512,45,0.9636363636363636
41158,OneHotEncoder,True,gini,NoneType,0.05,13,11,128,45,0.9601880877742947
41159,OneHotEncoder,False,entropy,12,0.1,13,5,512,45,0.9589341692789969
41160,OneHotEncoder,True,gini,NoneType,0.05,20,2,128,45,0.9551724137931034
41161,OneHotEncoder,True,gini,12,0.05,18,9,256,45,0.9545454545454545
41162,OneHotEncoder,False,entropy,10,0.05,11,3,128,45,0.961755485893417
41163,OneHotEncoder,False,gini,9,0.45,11,20,512,45,0.9529780564263323
41164,OneHotEncoder,False,entropy,10,0.1,11,10,64,45,0.9626959247648903
41165,OneHotEncoder,True,gini,8,0.1,14,11,512,45,0.9598746081504703
41166,OneHotEncoder,False,entropy,10,0.05,3,8,128,45,0.9645768025078368
41167,OneHotEncoder,False,gini,11,0.05,5,7,64,45,0.9664576802507838
41168,OneHotEncoder,False,entropy,NoneType,0.2,20,2,128,45,0.9567398119122256
41169,OneHotEncoder,False,gini,11,0.1,20,7,256,45,0.9601880877742947
41170,OneHotEncoder,False,entropy,NoneType,0.2,20,7,512,45,0.958307210031348
41171,OneHotEncoder,True,gini,10,0.05,20,8,128,45,0.95423197492163
41172,OneHotEncoder,True,entropy,10,0.35000000000000003,20,8,64,45,0.95423197492163
41173,OneHotEncoder,False,entropy,10,0.05,3,5,64,45,0.9617554858934169
41174,OneHotEncoder,True,gini,9,0.05,7,7,64,45,0.9579937304075233
41175,OneHotEncoder,True,gini,11,0.15000000000000002,16,19,256,45,0.9586206896551724
41176,OneHotEncoder,False,gini,11,0.05,15,9,512,45,0.9648902821316614
41177,OneHotEncoder,False,entropy,10,0.1,12,18,256,45,0.9595611285266458
41178,OneHotEncoder,True,gini,10,0.05,5,7,32,45,0.9598746081504702
41179,OneHotEncoder,False,gini,NoneType,0.05,12,20,512,45,0.9658307210031349
41180,OneHotEncoder,True,gini,NoneType,0.05,1,19,512,45,0.9658307210031349
41181,OneHotEncoder,True,gini,NoneType,0.05,1,7,128,45,0.9664576802507836
41182,OneHotEncoder,False,entropy,11,0.05,6,6,32,45,0.9626959247648902
41183,OneHotEncoder,False,gini,12,0.05,15,18,32,45,0.9573667711598745
41184,OneHotEncoder,False,gini,9,0.05,20,7,512,45,0.9623824451410657
41185,OneHotEncoder,True,entropy,NoneType,0.15000000000000002,4,2,32,45,0.9605015673981191
41186,OneHotEncoder,True,entropy,8,0.2,11,5,16,45,0.9473354231974922
41187,NoneType,False,gini,8,0.45,19,9,256,45,0.9498432601880877
41188,OneHotEncoder,False,gini,11,0.05,12,11,64,45,0.9630094043887147
41189,OneHotEncoder,False,entropy,9,0.05,12,7,512,45,0.9636363636363636
41190,OneHotEncoder,True,gini,12,0.1,5,10,512,45,0.9611285266457681
41191,OneHotEncoder,False,gini,11,0.05,10,4,512,45,0.966771159874608
41192,OneHotEncoder,False,entropy,10,0.05,15,5,32,45,0.95705329153605
41193,OneHotEncoder,False,entropy,11,0.05,20,10,256,45,0.9623824451410659
41194,OneHotEncoder,True,gini,10,0.3,15,11,256,45,0.9576802507836989
41195,OneHotEncoder,False,entropy,9,0.05,14,18,32,45,0.9554858934169278
41196,OneHotEncoder,False,entropy,12,0.05,20,20,512,45,0.9636363636363636
41197,OneHotEncoder,True,gini,10,0.05,14,3,512,45,0.9608150470219435
41198,OneHotEncoder,False,gini,9,0.45,18,5,32,45,0.9495297805642633
41199,OneHotEncoder,True,entropy,10,0.05,8,7,256,45,0.9633228840125392
41200,OneHotEncoder,False,gini,8,0.05,14,11,256,45,0.9601880877742948
41201,OneHotEncoder,True,entropy,12,0.15000000000000002,20,17,512,45,0.9573667711598745
41202,OneHotEncoder,False,entropy,NoneType,0.1,20,13,16,45,0.9561128526645767
41203,OneHotEncoder,True,gini,9,0.05,19,19,512,45,0.9548589341692789
41204,OneHotEncoder,False,gini,8,0.05,15,20,64,45,0.9570532915360502
41205,OneHotEncoder,True,entropy,9,0.05,13,2,256,45,0.961128526645768
41206,OneHotEncoder,False,entropy,11,0.05,20,3,512,45,0.9633228840125392
41207,OneHotEncoder,False,gini,9,0.1,20,18,32,45,0.9601880877742948
41208,OneHotEncoder,True,gini,12,0.1,11,12,128,45,0.9605015673981191
41209,PCA,False,gini,NoneType,0.05,5,16,128,45,0.8401253918495298
41210,OneHotEncoder,True,gini,NoneType,0.15000000000000002,15,9,512,45,0.9579937304075236
41211,OneHotEncoder,False,gini,10,0.15000000000000002,19,4,128,45,0.9564263322884011
41212,OneHotEncoder,False,gini,9,0.05,8,11,512,45,0.9664576802507838
41213,OneHotEncoder,True,gini,9,0.05,13,3,512,45,0.9598746081504702
41214,OneHotEncoder,True,entropy,9,0.05,16,8,256,45,0.9564263322884011
41215,OneHotEncoder,True,gini,12,0.05,3,18,64,45,0.9623824451410657
41216,DualImputer,False,entropy,9,0.25,6,17,8,41,0.9327152600170503
41217,"['DualImputer', 'PCA']",False,gini,10,0.4,12,3,32,41,0.916624040920716
41218,"['DualImputer', 'PCA']",False,entropy,8,0.1,13,13,512,41,0.9297953964194374
41219,DualImputer,False,entropy,11,0.35000000000000003,20,20,64,41,0.8624040920716112
41220,"['DualImputer', 'OneHotEncoder']",True,entropy,8,0.1,12,20,64,41,0.8697570332480818
41221,DualImputer,True,gini,9,0.25,1,12,512,41,0.944458653026428
41222,DualImputer,True,gini,NoneType,0.2,1,13,32,41,0.941538789428815
41223,DualImputer,False,gini,10,0.45,3,15,8,41,0.9458866155157715
41224,"['DualImputer', 'PCA']",True,entropy,NoneType,0.3,10,5,32,41,0.9092710997442456
41225,"['DualImputer', 'PCA']",True,entropy,NoneType,0.05,7,2,8,41,0.7745737425404944
41226,DualImputer,False,entropy,10,0.25,2,20,8,41,0.9371483375959079
41227,"['DualImputer', 'PCA']",False,entropy,8,0.25,1,14,256,41,0.9429880647911337
41228,DualImputer,False,gini,8,0.15000000000000002,1,20,32,41,0.938554987212276
41229,"['DualImputer', 'PCA']",False,entropy,NoneType,0.4,15,14,8,41,0.894693094629156
41230,"['DualImputer', 'PCA']",False,entropy,9,0.1,2,20,512,41,0.9356777493606139
41231,DualImputer,False,entropy,12,0.15000000000000002,5,17,16,41,0.9341858482523444
41232,"['DualImputer', 'PCA']",False,gini,8,0.45,6,19,512,41,0.9268542199488492
41233,"['DualImputer', 'PCA']",False,gini,NoneType,0.2,2,14,256,41,0.9386189258312021
41234,"['DualImputer', 'PCA']",True,gini,8,0.35000000000000003,7,18,256,41,0.923934356351236
41235,DualImputer,True,gini,8,0.3,1,5,16,41,0.9356564364876385
41236,"['DualImputer', 'OneHotEncoder']",False,entropy,10,0.2,7,9,512,41,0.9283887468030689
41237,"['DualImputer', 'PCA']",True,gini,10,0.3,1,19,64,41,0.9312659846547314
41238,"['DualImputer', 'PCA']",True,gini,8,0.45,11,8,512,41,0.9064151747655584
41239,"['DualImputer', 'PCA']",True,gini,NoneType,0.1,4,11,256,41,0.9371909633418584
