,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,time
36269,"['DualImputer', 'PCA']",False,gini,9,0.05,14,14,128,41,0.9084558486938477
36270,"['DualImputer', 'OneHotEncoder']",False,entropy,11,0.15000000000000002,6,9,256,41,1.0567710399627686
36271,DualImputer,True,gini,11,0.15000000000000002,4,10,8,41,0.44994354248046875
36272,"['DualImputer', 'OneHotEncoder']",True,gini,8,0.05,1,3,8,41,0.43268680572509766
36273,"['DualImputer', 'PCA']",True,entropy,12,0.35000000000000003,7,2,512,41,6.643721103668213
36274,DualImputer,True,entropy,12,0.4,20,14,64,41,0.5314548015594482
36275,"['DualImputer', 'PCA']",True,gini,8,0.4,10,20,128,41,1.0503451824188232
36276,"['DualImputer', 'PCA']",False,entropy,8,0.1,17,7,512,41,3.6636457443237305
36277,DualImputer,False,entropy,NoneType,0.4,8,16,16,41,0.5477519035339355
36278,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.45,20,18,16,41,0.4564523696899414
36279,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.15000000000000002,20,3,256,41,1.0442016124725342
36280,"['DualImputer', 'OneHotEncoder']",True,entropy,8,0.15000000000000002,1,14,256,41,1.0570588111877441
36281,"['DualImputer', 'OneHotEncoder']",False,entropy,11,0.05,12,8,256,41,1.050476312637329
36282,"['DualImputer', 'PCA']",True,gini,12,0.05,4,12,64,41,0.6555240154266357
36283,"['DualImputer', 'PCA']",True,entropy,9,0.2,8,8,512,41,4.658434867858887
36284,"['DualImputer', 'PCA']",False,entropy,10,0.15000000000000002,6,3,16,41,0.7463068962097168
36285,"['DualImputer', 'PCA']",False,entropy,12,0.15000000000000002,11,14,256,41,2.9844624996185303
36286,"['DualImputer', 'PCA']",False,entropy,11,0.3,14,5,8,41,0.75132155418396
36287,DualImputer,False,gini,9,0.2,3,12,32,41,0.551245927810669
36288,DualImputer,False,entropy,10,0.45,13,8,8,41,0.4473099708557129
36289,"['DualImputer', 'OneHotEncoder']",False,gini,12,0.35000000000000003,17,19,32,41,0.5432004928588867
36290,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.15000000000000002,17,17,16,41,0.5592398643493652
36291,"['DualImputer', 'PCA']",False,entropy,8,0.2,14,15,64,41,1.3720006942749023
36292,"['DualImputer', 'PCA']",False,entropy,10,0.15000000000000002,5,15,256,41,3.0649964809417725
36293,"['DualImputer', 'PCA']",True,gini,NoneType,0.05,9,17,512,41,1.7520153522491455
36294,DualImputer,True,gini,11,0.25,7,9,256,41,0.9355423450469971
36295,DualImputer,False,entropy,8,0.35000000000000003,7,19,8,41,0.4524719715118408
36296,"['DualImputer', 'PCA']",True,entropy,11,0.05,12,4,512,41,2.1579630374908447
36297,DualImputer,True,entropy,9,0.2,5,13,64,41,0.5462706089019775
36298,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.45,20,11,16,41,0.42754101753234863
36299,"['DualImputer', 'PCA']",True,gini,11,0.45,16,19,8,41,0.6541769504547119
36300,"['DualImputer', 'PCA']",False,entropy,12,0.15000000000000002,9,10,128,41,1.7630434036254883
36301,DualImputer,True,entropy,8,0.1,11,4,64,41,0.5288035869598389
36302,"['DualImputer', 'OneHotEncoder']",False,gini,11,0.15000000000000002,6,11,16,41,0.561957836151123
36303,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.05,19,14,16,41,0.4274425506591797
36304,"['DualImputer', 'PCA']",False,gini,12,0.15000000000000002,18,5,128,41,1.0638477802276611
36305,"['DualImputer', 'PCA']",True,gini,NoneType,0.2,2,3,256,41,1.4537172317504883
36306,"['DualImputer', 'PCA']",False,gini,11,0.3,19,14,8,41,0.6437997817993164
36307,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.2,11,10,256,41,1.0408413410186768
36308,DualImputer,True,entropy,11,0.45,17,3,32,41,0.5552666187286377
36309,"['DualImputer', 'OneHotEncoder']",False,gini,11,0.4,8,19,16,41,0.4824247360229492
36310,"['DualImputer', 'PCA']",True,gini,NoneType,0.2,8,18,64,41,0.8512942790985107
36311,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.45,14,8,64,41,0.5324969291687012
36312,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.05,11,20,256,41,1.0428602695465088
36313,DualImputer,True,entropy,9,0.3,13,16,64,41,0.5588879585266113
36314,DualImputer,False,entropy,9,0.25,2,6,512,41,1.6555683612823486
36315,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.1,3,2,16,41,0.44107985496520996
36316,"['DualImputer', 'PCA']",True,gini,9,0.15000000000000002,14,6,128,41,0.949272871017456
36317,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.15000000000000002,6,8,16,41,0.554039716720581
36318,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.3,18,16,512,41,1.6390345096588135
36319,NoneType,True,gini,8,0.45,1,18,64,58,2.058539390563965
36320,"['DualImputer', 'OneHotEncoder']",False,entropy,11,0.35000000000000003,7,19,64,41,0.5488505363464355
36321,NoneType,True,entropy,8,0.45,6,20,512,58,23.714540481567383
36322,PCA,False,entropy,NoneType,0.35000000000000003,18,17,64,58,6.7334630489349365
36323,PCA,True,entropy,8,0.45,20,9,32,58,2.833035707473755
36324,PCA,True,entropy,8,0.45,15,3,256,58,16.880290031433105
36325,PCA,False,gini,8,0.45,19,9,512,58,25.297396659851074
36326,PCA,True,entropy,8,0.35000000000000003,20,11,256,58,13.673413276672363
36327,PCA,True,gini,NoneType,0.3,1,7,128,58,5.046005487442017
36328,PCA,False,entropy,8,0.35000000000000003,18,2,16,58,2.2315120697021484
36329,PCA,True,entropy,9,0.45,17,18,64,58,4.888517379760742
36330,NoneType,True,entropy,8,0.1,2,5,512,58,7.25166130065918
36331,PCA,False,entropy,NoneType,0.2,1,14,32,58,3.589447259902954
36332,PCA,True,gini,NoneType,0.4,4,20,256,58,9.843215942382812
36333,PCA,True,entropy,9,0.45,1,2,32,58,3.2402713298797607
36334,PCA,True,entropy,8,0.45,3,18,8,58,1.4460625648498535
36335,PCA,False,gini,8,0.45,19,18,64,58,3.9670298099517822
36336,PCA,False,gini,NoneType,0.4,6,2,512,58,30.283347129821777
36337,PCA,True,entropy,NoneType,0.45,7,6,256,58,19.167335510253906
36338,PCA,True,entropy,NoneType,0.3,19,4,256,58,13.274875402450562
36339,PCA,True,entropy,NoneType,0.45,20,18,16,58,1.8524420261383057
36340,PCA,True,entropy,NoneType,0.45,18,2,32,58,2.92818021774292
36341,PCA,False,entropy,10,0.25,1,6,16,58,2.129149913787842
36342,NoneType,True,gini,8,0.05,2,17,512,58,3.0397610664367676
36343,PCA,True,entropy,8,0.45,12,18,256,58,17.27258539199829
36344,PCA,True,entropy,10,0.4,1,19,8,58,1.3285694122314453
36345,PCA,False,gini,11,0.2,2,8,256,58,8.744182109832764
36346,NoneType,True,entropy,8,0.15000000000000002,20,3,512,58,7.9614269733428955
36347,PCA,False,entropy,8,0.45,17,2,8,58,1.7599818706512451
36348,PCA,False,entropy,8,0.45,19,20,512,58,53.82805252075195
36349,PCA,False,entropy,10,0.45,17,2,32,58,4.3544158935546875
36350,NoneType,False,entropy,NoneType,0.1,20,18,512,58,9.163493394851685
36351,NoneType,True,entropy,NoneType,0.05,10,17,512,58,4.847911834716797
36352,PCA,True,gini,NoneType,0.4,18,4,8,58,1.0481758117675781
36353,PCA,False,entropy,NoneType,0.3,3,19,512,58,52.05593967437744
36354,PCA,False,gini,9,0.4,1,7,8,58,1.2640292644500732
36355,PCA,False,gini,NoneType,0.1,3,4,128,58,3.747129201889038
36356,NoneType,False,gini,8,0.2,6,2,8,58,0.5297186374664307
36357,NoneType,True,gini,8,0.45,17,3,16,58,0.7520160675048828
36358,PCA,False,entropy,NoneType,0.45,2,8,512,58,68.06959414482117
36359,PCA,False,entropy,NoneType,0.45,1,5,8,58,1.94997239112854
36360,NoneType,False,entropy,NoneType,0.15000000000000002,2,19,64,58,2.554860830307007
36361,OneHotEncoder,False,gini,11,0.2,3,17,64,45,1.0335180759429932
36362,NoneType,True,gini,12,0.05,20,2,128,58,1.033038854598999
36363,NoneType,True,entropy,NoneType,0.1,1,5,32,45,0.525634765625
36364,NoneType,False,entropy,8,0.35000000000000003,12,3,8,45,0.4287729263305664
36365,OneHotEncoder,False,gini,NoneType,0.05,12,18,512,45,2.8318679332733154
36366,OneHotEncoder,False,gini,8,0.45,1,3,512,45,8.758512020111084
36367,PCA,True,entropy,8,0.25,4,8,16,45,1.4347975254058838
36368,NoneType,False,entropy,8,0.05,20,11,256,45,1.13553786277771
36369,OneHotEncoder,False,gini,NoneType,0.15000000000000002,2,19,256,45,2.6319313049316406
36370,NoneType,False,gini,12,0.2,20,19,32,45,0.6306262016296387
36371,OneHotEncoder,False,entropy,9,0.05,2,15,32,45,0.6246654987335205
36372,OneHotEncoder,True,gini,NoneType,0.05,19,11,32,45,0.5281236171722412
36373,OneHotEncoder,False,entropy,NoneType,0.1,5,2,32,45,0.6217570304870605
36374,OneHotEncoder,False,entropy,10,0.05,10,5,128,45,1.0443899631500244
36375,NoneType,False,entropy,NoneType,0.2,4,17,512,45,3.5337607860565186
36376,NoneType,True,entropy,NoneType,0.1,12,16,32,45,0.5256426334381104
36377,NoneType,True,entropy,NoneType,0.4,11,20,512,45,3.447599172592163
36378,OneHotEncoder,False,gini,8,0.1,20,2,512,45,3.328601837158203
36379,OneHotEncoder,False,gini,8,0.1,8,14,16,45,0.5375180244445801
36380,NoneType,True,gini,9,0.05,1,9,32,45,0.5262866020202637
36381,OneHotEncoder,False,entropy,11,0.2,4,20,512,45,5.555394172668457
36382,NoneType,True,entropy,10,0.15000000000000002,20,12,128,45,0.9327645301818848
36383,OneHotEncoder,True,entropy,NoneType,0.05,1,14,64,45,0.6200652122497559
36384,OneHotEncoder,False,entropy,11,0.15000000000000002,6,18,64,45,1.0435986518859863
36385,NoneType,False,entropy,12,0.05,19,4,256,45,1.1290969848632812
36386,NoneType,False,entropy,12,0.1,17,14,32,45,0.5236170291900635
36387,NoneType,True,entropy,11,0.2,8,7,16,45,0.4344627857208252
36388,NoneType,False,entropy,11,0.1,2,4,8,45,0.4221467971801758
36389,OneHotEncoder,True,entropy,NoneType,0.05,2,19,32,45,0.5192093849182129
36390,OneHotEncoder,True,gini,12,0.25,9,18,512,45,4.339733123779297
36391,OneHotEncoder,False,entropy,NoneType,0.4,18,15,8,45,0.5340583324432373
36392,OneHotEncoder,True,gini,12,0.1,13,16,64,45,0.7230992317199707
36393,OneHotEncoder,False,entropy,8,0.1,17,3,32,45,0.6305136680603027
36394,OneHotEncoder,True,gini,10,0.05,20,16,512,45,2.245838165283203
36395,OneHotEncoder,False,entropy,11,0.15000000000000002,3,10,64,45,1.029348611831665
36396,OneHotEncoder,False,gini,11,0.1,8,5,32,45,0.6355726718902588
36397,NoneType,True,entropy,NoneType,0.35000000000000003,2,18,32,45,0.5278661251068115
36398,OneHotEncoder,True,entropy,10,0.15000000000000002,20,17,32,45,0.6354329586029053
36399,OneHotEncoder,False,entropy,11,0.05,15,13,32,45,0.5236403942108154
36400,OneHotEncoder,True,entropy,9,0.15000000000000002,20,13,16,45,0.5390791893005371
36401,NoneType,True,entropy,10,0.45,12,2,32,45,0.6287946701049805
36402,OneHotEncoder,True,entropy,9,0.1,3,20,32,45,0.6316626071929932
36403,NoneType,False,gini,12,0.05,20,8,32,45,0.5333516597747803
36404,OneHotEncoder,True,entropy,9,0.05,19,20,512,45,2.337360382080078
36405,NoneType,False,entropy,NoneType,0.1,1,17,32,45,0.5271916389465332
36406,OneHotEncoder,False,gini,12,0.05,11,4,512,45,2.8317677974700928
36407,OneHotEncoder,True,gini,9,0.05,17,19,16,45,0.5389196872711182
36408,PCA,True,entropy,10,0.35000000000000003,8,7,8,45,1.3417258262634277
36409,NoneType,True,entropy,12,0.05,5,10,64,45,0.6289224624633789
36410,PCA,False,entropy,8,0.35000000000000003,14,20,64,45,5.942970275878906
36411,PCA,False,entropy,NoneType,0.35000000000000003,7,5,128,45,12.271653175354004
36412,OneHotEncoder,True,entropy,10,0.05,2,3,16,45,0.534613847732544
36413,NoneType,False,entropy,9,0.05,10,3,128,45,0.9243006706237793
36414,OneHotEncoder,False,entropy,11,0.05,19,2,8,45,0.5304548740386963
36415,OneHotEncoder,False,gini,10,0.05,19,14,16,45,0.5289058685302734
36416,OneHotEncoder,False,gini,11,0.1,1,9,32,45,0.6366744041442871
36417,OneHotEncoder,False,gini,8,0.05,20,20,32,45,0.5271790027618408
36418,NoneType,False,gini,NoneType,0.05,11,15,512,45,2.037937879562378
36419,PCA,True,entropy,11,0.05,8,2,256,45,3.8460044860839844
36420,OneHotEncoder,True,entropy,10,0.4,6,18,512,45,5.841705560684204
36421,NoneType,False,entropy,10,0.15000000000000002,11,9,16,45,0.5374410152435303
36422,OneHotEncoder,False,entropy,8,0.1,5,6,8,45,0.5437266826629639
36423,"['DualImputer', 'OneHotEncoder']",True,entropy,9,0.05,5,7,8,41,0.41582322120666504
36424,DualImputer,False,entropy,12,0.15000000000000002,1,12,16,41,0.5331699848175049
36425,DualImputer,True,gini,8,0.4,1,2,512,41,1.7203655242919922
36426,DualImputer,True,gini,8,0.45,10,11,8,41,0.4138312339782715
36427,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.05,6,9,32,41,0.5136125087738037
36428,"['DualImputer', 'PCA']",False,gini,11,0.05,13,20,32,41,0.6244246959686279
36429,DualImputer,True,gini,11,0.05,1,15,512,41,1.6368460655212402
36430,"['DualImputer', 'OneHotEncoder']",True,gini,8,0.15000000000000002,1,6,256,41,0.9077041149139404
36431,DualImputer,False,entropy,12,0.15000000000000002,5,8,16,41,0.407850980758667
36432,"['DualImputer', 'PCA']",False,entropy,NoneType,0.2,16,20,256,41,3.3405649662017822
36433,"['DualImputer', 'OneHotEncoder']",False,entropy,11,0.15000000000000002,18,11,256,41,1.029646635055542
36434,"['DualImputer', 'PCA']",True,entropy,12,0.05,7,20,128,41,0.9203522205352783
36435,DualImputer,True,gini,8,0.25,17,4,512,41,1.6349897384643555
36436,"['DualImputer', 'PCA']",True,gini,9,0.25,12,15,8,41,0.620673656463623
36437,"['DualImputer', 'OneHotEncoder']",False,entropy,10,0.05,20,9,512,41,1.6074001789093018
36438,"['DualImputer', 'PCA']",False,entropy,9,0.05,11,18,32,41,0.6454422473907471
36439,"['DualImputer', 'OneHotEncoder']",False,gini,10,0.05,1,2,32,41,0.5185799598693848
36440,"['DualImputer', 'PCA']",False,gini,8,0.15000000000000002,4,5,256,41,1.4182605743408203
36441,"['DualImputer', 'PCA']",True,gini,9,0.45,4,7,32,41,0.7155823707580566
36442,DualImputer,True,gini,8,0.1,6,15,512,41,1.6170120239257812
36443,DualImputer,False,gini,12,0.2,3,16,32,41,0.5173447132110596
36444,"['DualImputer', 'PCA']",False,entropy,9,0.05,4,2,256,41,1.5255630016326904
36445,"['DualImputer', 'PCA']",True,entropy,10,0.05,4,2,256,41,1.4177162647247314
36446,"['DualImputer', 'PCA']",False,entropy,NoneType,0.05,9,10,128,41,1.0388734340667725
36447,DualImputer,False,gini,NoneType,0.4,7,11,8,41,0.4274899959564209
36448,DualImputer,True,entropy,12,0.15000000000000002,15,6,128,41,0.7319567203521729
36449,"['DualImputer', 'OneHotEncoder']",False,entropy,12,0.05,1,20,8,41,0.43108320236206055
36450,"['DualImputer', 'OneHotEncoder']",False,entropy,11,0.3,1,19,128,41,0.735790491104126
36451,"['DualImputer', 'PCA']",False,gini,12,0.05,4,19,32,41,0.6320114135742188
36452,"['DualImputer', 'PCA']",True,gini,8,0.1,6,10,128,41,0.8362655639648438
36453,"['DualImputer', 'OneHotEncoder']",False,gini,8,0.1,3,6,256,41,1.0293834209442139
36454,DualImputer,False,gini,8,0.15000000000000002,8,20,8,41,0.41261935234069824
36455,DualImputer,False,gini,11,0.45,9,7,32,41,0.5721447467803955
36456,DualImputer,False,gini,NoneType,0.05,3,15,128,41,0.7200381755828857
36457,"['DualImputer', 'PCA']",False,gini,NoneType,0.05,5,15,64,41,0.6108036041259766
36458,"['DualImputer', 'PCA']",False,entropy,12,0.1,2,18,256,41,2.310661792755127
36459,"['DualImputer', 'PCA']",True,gini,10,0.3,6,19,256,41,1.4459707736968994
36460,DualImputer,True,gini,10,0.05,3,20,8,41,0.42809295654296875
36461,DualImputer,False,entropy,12,0.05,11,16,8,41,0.41193437576293945
36462,"['DualImputer', 'PCA']",True,gini,12,0.05,5,15,32,41,0.6371204853057861
36463,"['DualImputer', 'PCA']",True,entropy,9,0.1,8,19,512,41,3.0156238079071045
36464,DualImputer,False,entropy,11,0.2,20,2,8,41,0.4139890670776367
36465,"['DualImputer', 'PCA']",True,entropy,NoneType,0.05,2,14,16,41,0.6221938133239746
36466,DualImputer,True,gini,10,0.05,1,18,8,41,0.4147317409515381
36467,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.15000000000000002,11,16,128,41,0.7335696220397949
36468,DualImputer,False,entropy,9,0.1,7,3,64,41,0.5170934200286865
36469,"['DualImputer', 'OneHotEncoder']",False,gini,11,0.1,10,14,8,41,0.5391709804534912
36470,"['DualImputer', 'PCA']",False,gini,10,0.35000000000000003,14,8,16,41,0.6314387321472168
36471,"['DualImputer', 'PCA']",True,gini,12,0.1,16,3,32,41,0.6356620788574219
36472,DualImputer,False,entropy,NoneType,0.1,18,16,8,41,0.418013334274292
36473,DualImputer,True,gini,9,0.35000000000000003,17,2,32,41,0.5505623817443848
36474,DualImputer,True,entropy,12,0.3,2,20,32,41,0.5285971164703369
36475,"['DualImputer', 'PCA']",True,gini,11,0.05,2,2,256,41,1.139615774154663
36476,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.15000000000000002,6,4,16,41,0.5637643337249756
36477,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.05,9,7,256,41,1.0512025356292725
36478,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.25,6,15,256,41,1.0651843547821045
36479,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.35000000000000003,4,19,16,41,0.5583648681640625
36480,DualImputer,False,entropy,11,0.05,11,13,64,41,0.5522158145904541
36481,"['DualImputer', 'PCA']",False,gini,11,0.25,4,13,512,41,2.957871675491333
36482,DualImputer,False,gini,11,0.05,11,5,256,41,1.06418776512146
36483,DualImputer,False,entropy,9,0.25,7,20,16,41,0.4462544918060303
36484,"['DualImputer', 'OneHotEncoder']",True,entropy,11,0.3,10,3,512,41,1.73502516746521
36485,DualImputer,True,entropy,11,0.25,15,17,512,41,1.6481640338897705
36486,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.1,3,20,256,41,1.0539777278900146
36487,"['DualImputer', 'PCA']",True,entropy,8,0.45,13,12,32,41,0.9365301132202148
36488,"['DualImputer', 'OneHotEncoder']",False,entropy,9,0.4,20,17,16,41,0.53639817237854
36489,"['DualImputer', 'OneHotEncoder']",True,gini,8,0.1,16,9,512,41,1.6380269527435303
36490,DualImputer,False,gini,8,0.15000000000000002,20,19,32,41,0.5546996593475342
36491,"['DualImputer', 'PCA']",True,entropy,10,0.2,1,2,32,41,0.919506311416626
36492,"['DualImputer', 'OneHotEncoder']",True,entropy,8,0.3,5,18,256,41,1.058459758758545
36493,DualImputer,False,entropy,11,0.05,5,15,512,41,1.6642751693725586
36494,"['DualImputer', 'OneHotEncoder']",False,entropy,12,0.05,2,20,16,41,0.5302765369415283
36495,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.2,1,13,16,41,0.5444338321685791
36496,"['DualImputer', 'PCA']",False,entropy,12,0.35000000000000003,14,17,256,41,4.878651142120361
36497,DualImputer,True,gini,11,0.15000000000000002,12,4,128,41,0.7616336345672607
36498,"['DualImputer', 'PCA']",False,entropy,10,0.3,2,20,128,41,2.7634928226470947
36499,"['DualImputer', 'PCA']",True,entropy,8,0.15000000000000002,1,9,32,41,0.8345584869384766
36500,DualImputer,True,gini,NoneType,0.05,3,3,16,41,0.41106200218200684
36501,"['DualImputer', 'PCA']",False,gini,9,0.25,10,19,64,41,0.8724508285522461
36502,DualImputer,False,entropy,12,0.3,1,20,128,41,0.751619815826416
36503,"['DualImputer', 'OneHotEncoder']",False,entropy,10,0.25,4,4,64,41,0.52825927734375
36504,"['DualImputer', 'PCA']",False,gini,9,0.45,18,13,16,41,0.7594478130340576
36505,DualImputer,True,entropy,10,0.45,10,18,8,41,0.45451855659484863
36506,DualImputer,False,gini,10,0.25,11,5,128,41,0.740142822265625
36507,"['DualImputer', 'PCA']",False,entropy,11,0.2,3,12,256,41,3.9403014183044434
36508,"['DualImputer', 'PCA']",True,gini,10,0.35000000000000003,17,14,16,41,0.6538362503051758
36509,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.2,13,3,128,41,0.7514779567718506
36510,DualImputer,False,gini,NoneType,0.45,17,20,64,41,0.5517086982727051
36511,DualImputer,True,entropy,10,0.2,20,9,8,41,0.42909908294677734
36512,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.25,9,7,128,41,0.7502913475036621
36513,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.3,11,9,32,41,0.554912805557251
36514,DualImputer,True,gini,NoneType,0.2,16,9,8,41,0.4491286277770996
36515,DualImputer,True,entropy,9,0.3,16,18,256,41,1.0488009452819824
36516,DualImputer,False,entropy,11,0.05,8,18,128,41,0.7301993370056152
36517,"['DualImputer', 'PCA']",True,entropy,8,0.25,8,17,32,41,0.8396332263946533
36518,DualImputer,True,gini,8,0.25,2,13,32,41,0.5561814308166504
36519,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.2,18,5,32,41,0.5596728324890137
36520,DualImputer,False,gini,10,0.1,1,3,8,41,0.4716193675994873
36521,DualImputer,False,gini,11,0.1,18,6,128,41,0.7537815570831299
36522,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.25,3,15,512,41,1.860624074935913
36523,"['DualImputer', 'PCA']",False,gini,NoneType,0.2,14,4,512,41,2.6612186431884766
36524,DualImputer,False,entropy,12,0.2,9,11,16,41,0.5562911033630371
36525,"['DualImputer', 'OneHotEncoder']",False,entropy,12,0.15000000000000002,1,9,512,41,1.6468334197998047
36526,"['DualImputer', 'PCA']",True,entropy,8,0.35000000000000003,15,9,16,41,0.744065523147583
36527,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.45,18,17,64,41,0.5493528842926025
36528,"['DualImputer', 'PCA']",False,gini,10,0.1,4,7,16,41,0.640047550201416
36529,"['DualImputer', 'PCA']",True,gini,NoneType,0.3,18,15,16,41,0.6535828113555908
36530,DualImputer,False,gini,11,0.3,14,2,64,41,0.5577540397644043
36531,DualImputer,False,entropy,11,0.2,13,18,256,41,1.0467345714569092
36532,OneHotEncoder,False,gini,10,0.35000000000000003,20,4,256,45,3.7331042289733887
36533,NoneType,False,gini,NoneType,0.05,12,7,32,45,0.5325088500976562
36534,"['DualImputer', 'PCA']",False,gini,NoneType,0.4,19,5,32,41,0.7461369037628174
36535,OneHotEncoder,False,entropy,9,0.15000000000000002,1,20,128,45,1.5338480472564697
36536,OneHotEncoder,False,gini,9,0.05,12,2,64,45,0.7425544261932373
36537,OneHotEncoder,False,entropy,11,0.1,19,2,512,45,3.634403944015503
36538,OneHotEncoder,True,gini,9,0.4,20,20,16,45,0.6361734867095947
36539,NoneType,False,gini,9,0.35000000000000003,8,4,256,45,2.238557815551758
36540,NoneType,True,gini,11,0.2,18,2,64,45,0.6267127990722656
36541,OneHotEncoder,False,entropy,NoneType,0.05,6,4,512,45,3.137091636657715
36542,OneHotEncoder,False,gini,12,0.05,10,12,256,45,1.6348328590393066
36543,NoneType,True,entropy,NoneType,0.05,4,17,128,45,0.831953763961792
36544,OneHotEncoder,True,entropy,12,0.45,19,20,128,45,1.738814353942871
36545,NoneType,False,gini,9,0.15000000000000002,20,20,16,45,0.5428028106689453
36546,OneHotEncoder,True,gini,11,0.05,8,10,64,45,0.7311255931854248
36547,NoneType,False,gini,8,0.15000000000000002,10,18,16,45,0.5351917743682861
36548,OneHotEncoder,False,entropy,NoneType,0.05,6,2,256,45,1.7204909324645996
36549,OneHotEncoder,False,gini,10,0.2,11,19,256,45,2.8426802158355713
36550,OneHotEncoder,False,entropy,8,0.25,20,17,16,45,0.6332764625549316
36551,"['DualImputer', 'PCA']",True,gini,11,0.3,9,5,16,41,0.6602334976196289
36552,NoneType,False,gini,12,0.05,7,4,8,45,0.42578840255737305
36553,OneHotEncoder,False,entropy,12,0.05,6,6,64,45,0.7391982078552246
36554,DualImputer,False,gini,NoneType,0.45,5,14,32,41,0.5368566513061523
36555,NoneType,False,entropy,8,0.05,4,15,512,45,2.1395857334136963
36556,OneHotEncoder,False,entropy,11,0.25,10,4,128,45,1.8415648937225342
36557,NoneType,True,entropy,9,0.05,16,2,256,45,1.1338284015655518
36558,NoneType,True,entropy,12,0.35000000000000003,19,14,256,45,1.7266991138458252
36559,OneHotEncoder,True,entropy,11,0.45,6,20,512,45,6.242238283157349
36560,NoneType,True,entropy,8,0.25,8,12,32,45,0.625662088394165
36561,OneHotEncoder,False,gini,NoneType,0.05,8,20,512,45,2.943190336227417
36562,NoneType,False,gini,NoneType,0.3,10,18,32,45,0.640101432800293
36563,NoneType,True,gini,10,0.1,2,18,16,45,0.4287385940551758
36564,OneHotEncoder,True,entropy,8,0.05,15,20,512,45,2.3301048278808594
36565,PCA,True,entropy,12,0.05,5,14,512,45,7.252596616744995
36566,NoneType,False,gini,8,0.25,3,8,8,45,0.4156031608581543
36567,OneHotEncoder,False,entropy,10,0.2,19,18,512,45,5.16248345375061
36568,OneHotEncoder,False,entropy,10,0.2,11,19,8,45,0.5273940563201904
36569,OneHotEncoder,True,entropy,10,0.1,20,4,16,45,0.5334019660949707
36570,OneHotEncoder,False,entropy,8,0.05,20,17,512,45,2.6324245929718018
36571,OneHotEncoder,True,gini,11,0.45,1,15,8,45,0.5270721912384033
36572,OneHotEncoder,True,gini,9,0.05,10,8,64,45,0.7561569213867188
36573,PCA,False,entropy,10,0.25,2,13,16,45,2.066955089569092
36574,NoneType,False,gini,11,0.2,3,2,8,45,0.5319461822509766
36575,OneHotEncoder,False,entropy,10,0.1,18,14,512,45,3.65507173538208
36576,OneHotEncoder,True,gini,11,0.05,7,10,128,45,0.9442119598388672
36577,OneHotEncoder,True,entropy,8,0.05,4,20,64,45,0.73813796043396
36578,OneHotEncoder,True,entropy,NoneType,0.05,4,20,128,45,0.9221081733703613
36579,OneHotEncoder,False,entropy,11,0.05,4,18,32,45,0.5636816024780273
36580,NoneType,True,entropy,NoneType,0.05,10,6,512,45,1.9322948455810547
36581,OneHotEncoder,False,gini,8,0.05,13,17,32,45,0.5288436412811279
36582,OneHotEncoder,True,entropy,12,0.05,1,6,32,45,0.5310227870941162
36583,NoneType,True,gini,NoneType,0.1,17,6,512,45,2.021515369415283
36584,OneHotEncoder,True,gini,NoneType,0.05,12,10,128,45,0.8249506950378418
36585,OneHotEncoder,False,gini,NoneType,0.05,4,16,512,45,3.04087233543396
36586,PCA,False,entropy,9,0.4,3,13,256,45,26.389254570007324
36587,NoneType,False,entropy,11,0.1,2,10,32,45,0.5274970531463623
36588,OneHotEncoder,True,gini,11,0.3,1,10,32,45,0.7387499809265137
36589,NoneType,False,gini,10,0.4,1,2,8,45,0.5263667106628418
36590,OneHotEncoder,False,entropy,NoneType,0.05,1,7,64,45,0.8274145126342773
36591,NoneType,False,entropy,8,0.05,2,20,16,45,0.42127466201782227
36592,OneHotEncoder,True,entropy,12,0.05,8,20,128,45,0.935948371887207
36593,OneHotEncoder,False,entropy,8,0.45,18,20,512,45,8.368068933486938
