,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,time
10321,"['DualImputer', 'OneHotEncoder']",False,entropy,12,0.3,13,10,128,41,0.7191967964172363
10322,DualImputer,False,entropy,11,0.45,19,19,16,41,0.41205406188964844
10323,"['DualImputer', 'PCA']",True,gini,10,0.1,5,12,32,41,0.7149295806884766
10324,DualImputer,False,gini,11,0.05,2,19,512,41,1.6203536987304688
10325,"['DualImputer', 'PCA']",False,entropy,NoneType,0.15000000000000002,17,15,128,41,1.6190037727355957
10326,"['DualImputer', 'PCA']",False,entropy,12,0.1,18,15,256,41,2.0121655464172363
10327,DualImputer,True,entropy,8,0.1,6,3,8,41,0.4083364009857178
10328,"['DualImputer', 'PCA']",False,entropy,12,0.1,20,15,64,41,0.9218313694000244
10329,DualImputer,True,entropy,10,0.1,11,18,256,41,0.8930060863494873
10330,DualImputer,True,entropy,12,0.05,1,12,512,41,1.712254524230957
10331,"['DualImputer', 'OneHotEncoder']",True,entropy,9,0.15000000000000002,12,20,32,41,0.5226225852966309
10332,DualImputer,False,gini,9,0.35000000000000003,16,20,256,41,1.0057010650634766
10333,"['DualImputer', 'PCA']",True,gini,9,0.45,9,20,64,41,0.820512056350708
10334,"['DualImputer', 'PCA']",True,entropy,12,0.15000000000000002,3,14,16,41,0.7215878963470459
10335,"['DualImputer', 'PCA']",True,gini,9,0.1,17,20,256,41,1.2082266807556152
10336,DualImputer,False,entropy,10,0.25,13,16,8,41,0.39377331733703613
10337,"['DualImputer', 'PCA']",True,entropy,9,0.15000000000000002,10,9,32,41,0.7001364231109619
10338,DualImputer,True,gini,8,0.15000000000000002,1,2,128,41,0.7137916088104248
10339,OneHotEncoder,False,entropy,NoneType,0.05,17,10,256,45,1.5028190612792969
10340,DualImputer,False,entropy,9,0.25,10,20,8,41,0.40018796920776367
10341,OneHotEncoder,True,entropy,10,0.45,9,15,256,45,3.2089216709136963
10342,PCA,True,gini,12,0.05,15,11,512,45,3.7189207077026367
10343,PCA,False,gini,9,0.05,20,4,256,45,2.71443772315979
10344,OneHotEncoder,True,entropy,NoneType,0.05,14,7,32,45,0.5035350322723389
10345,NoneType,False,entropy,NoneType,0.05,18,17,512,45,2.0044662952423096
10346,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.25,15,11,32,41,0.5235779285430908
10347,"['DualImputer', 'OneHotEncoder']",False,gini,10,0.05,16,18,128,41,0.7419173717498779
10348,"['DualImputer', 'PCA']",False,entropy,12,0.3,18,16,512,41,7.756025552749634
10349,"['DualImputer', 'PCA']",False,gini,11,0.1,14,3,512,41,1.941500186920166
10350,DualImputer,True,gini,NoneType,0.3,2,11,128,41,0.7176587581634521
10351,"['DualImputer', 'PCA']",True,entropy,10,0.35000000000000003,16,9,512,41,5.747403860092163
10352,"['DualImputer', 'PCA']",True,gini,9,0.3,5,2,32,41,0.7425382137298584
10353,PCA,False,gini,12,0.1,5,17,64,45,1.8406116962432861
10354,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.2,12,9,16,41,0.505866527557373
10355,"['DualImputer', 'OneHotEncoder']",False,entropy,9,0.2,6,9,32,41,0.5303134918212891
10356,DualImputer,False,gini,9,0.3,19,2,128,41,0.7197341918945312
10357,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.45,7,15,16,41,0.5283894538879395
10358,DualImputer,True,gini,11,0.4,10,10,8,41,0.4456634521484375
10359,"['DualImputer', 'OneHotEncoder']",False,gini,10,0.4,13,13,64,41,0.5358505249023438
10360,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.25,8,9,256,41,1.0335807800292969
10361,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.1,2,2,64,41,0.5120303630828857
10362,"['DualImputer', 'PCA']",True,gini,9,0.15000000000000002,4,9,512,41,2.1562650203704834
10363,"['DualImputer', 'PCA']",False,entropy,NoneType,0.35000000000000003,16,15,128,41,2.6435744762420654
10364,DualImputer,True,gini,8,0.45,10,4,8,41,0.4244687557220459
10365,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.2,13,13,16,41,0.5305171012878418
10366,DualImputer,False,entropy,12,0.05,12,16,16,41,0.44215965270996094
10367,"['DualImputer', 'OneHotEncoder']",True,gini,10,0.05,15,14,128,41,0.7683894634246826
10368,DualImputer,False,entropy,NoneType,0.2,16,20,64,41,0.5340416431427002
10369,DualImputer,True,entropy,12,0.1,7,10,512,41,1.6304852962493896
10370,DualImputer,True,gini,NoneType,0.15000000000000002,2,2,32,41,0.5401525497436523
10371,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.3,13,11,8,41,0.43787622451782227
10372,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.35000000000000003,5,12,32,41,0.5381791591644287
10373,DualImputer,True,entropy,12,0.25,16,11,16,41,0.4293394088745117
10374,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.4,15,18,8,41,0.4307224750518799
10375,"['DualImputer', 'OneHotEncoder']",True,entropy,11,0.35000000000000003,13,14,8,41,0.43688130378723145
10376,"['DualImputer', 'OneHotEncoder']",True,entropy,8,0.4,15,2,128,41,0.7116587162017822
10377,DualImputer,False,gini,8,0.45,1,14,64,41,0.5305690765380859
10378,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.3,17,12,8,41,0.4531378746032715
10379,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.25,1,9,64,41,0.6530969142913818
10380,DualImputer,True,entropy,12,0.1,7,16,32,41,0.535670280456543
10381,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.3,6,5,16,41,0.5408916473388672
10382,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.45,16,13,8,41,0.43935537338256836
10383,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.05,15,13,16,41,0.5310783386230469
10384,"['DualImputer', 'PCA']",True,gini,NoneType,0.35000000000000003,2,16,32,41,0.6237478256225586
10385,DualImputer,False,gini,10,0.4,16,2,512,41,1.6200001239776611
10386,"['DualImputer', 'PCA']",True,gini,NoneType,0.1,17,19,128,41,0.8102223873138428
10387,DualImputer,True,entropy,NoneType,0.25,4,6,16,41,0.43089747428894043
10388,DualImputer,False,gini,9,0.05,11,9,256,41,1.1591110229492188
10389,"['DualImputer', 'PCA']",True,entropy,10,0.35000000000000003,15,12,256,41,3.1376092433929443
10390,"['DualImputer', 'OneHotEncoder']",False,entropy,11,0.15000000000000002,2,8,128,41,0.7274003028869629
10391,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.2,5,3,32,41,0.5394394397735596
10392,"['DualImputer', 'OneHotEncoder']",False,entropy,9,0.45,11,17,128,41,0.7384910583496094
10393,DualImputer,False,gini,NoneType,0.2,10,14,32,41,0.5472893714904785
10394,DualImputer,True,gini,9,0.15000000000000002,12,20,64,41,0.5353806018829346
10395,"['DualImputer', 'PCA']",False,entropy,10,0.3,10,13,128,41,2.537597894668579
10396,DualImputer,True,entropy,10,0.2,15,8,64,41,0.5388305187225342
10397,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.2,8,2,64,41,0.5392701625823975
10398,DualImputer,False,gini,NoneType,0.25,1,4,32,41,0.5333619117736816
10399,"['DualImputer', 'PCA']",True,entropy,NoneType,0.3,19,18,64,41,1.1333379745483398
10400,PCA,False,gini,12,0.1,5,17,64,45,1.854447364807129
10401,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.35000000000000003,17,3,64,41,0.5229208469390869
10402,DualImputer,True,gini,9,0.1,11,11,64,41,0.5387678146362305
10403,OneHotEncoder,True,entropy,10,0.45,9,15,256,45,3.214348793029785
10404,OneHotEncoder,False,entropy,NoneType,0.05,17,10,256,45,1.5197701454162598
10405,PCA,True,gini,12,0.05,15,11,512,45,3.6405746936798096
10406,PCA,False,gini,9,0.05,20,4,256,45,2.6333301067352295
10407,OneHotEncoder,True,entropy,NoneType,0.05,13,10,32,45,0.5202124118804932
10408,OneHotEncoder,False,entropy,10,0.45,19,4,512,45,8.633867263793945
10409,"['DualImputer', 'PCA']",True,entropy,9,0.45,20,2,32,41,0.9327335357666016
10410,NoneType,True,entropy,NoneType,0.2,15,6,256,45,1.3915252685546875
10411,NoneType,False,gini,10,0.4,8,3,8,45,0.5002706050872803
10412,NoneType,True,gini,12,0.3,6,7,8,45,0.40053248405456543
10413,PCA,False,gini,11,0.15000000000000002,20,14,64,45,1.8955447673797607
10414,NoneType,True,gini,9,0.35000000000000003,13,16,512,45,3.010308265686035
10415,PCA,False,entropy,10,0.25,14,11,8,45,1.1900427341461182
10416,NoneType,False,entropy,8,0.45,11,4,512,45,4.5999767780303955
10417,OneHotEncoder,False,entropy,12,0.2,5,10,128,45,1.7035281658172607
10418,PCA,False,gini,12,0.1,5,17,64,45,1.8522202968597412
10419,OneHotEncoder,False,entropy,NoneType,0.05,17,10,256,45,1.5324976444244385
10420,PCA,True,gini,12,0.05,15,11,512,45,3.6386101245880127
10421,OneHotEncoder,True,entropy,10,0.45,9,15,256,45,3.216844081878662
10422,PCA,False,gini,9,0.05,20,4,256,45,2.625257730484009
10423,NoneType,True,entropy,10,0.45,11,20,64,45,0.797645092010498
10424,PCA,True,entropy,10,0.4,20,15,256,45,13.840420007705688
10425,PCA,False,gini,10,0.1,2,20,16,45,1.0375781059265137
10426,PCA,True,entropy,NoneType,0.4,3,19,64,45,4.846350193023682
10427,OneHotEncoder,True,gini,NoneType,0.2,15,4,32,45,0.5956511497497559
10428,NoneType,False,gini,8,0.25,5,20,256,45,1.8275032043457031
10429,OneHotEncoder,True,entropy,12,0.05,8,11,16,45,0.5137879848480225
10430,PCA,False,gini,8,0.1,7,20,64,45,1.6439387798309326
10431,NoneType,False,gini,10,0.25,8,15,512,45,3.4365639686584473
10432,OneHotEncoder,True,gini,9,0.15000000000000002,17,9,64,45,0.7199842929840088
10433,OneHotEncoder,True,gini,10,0.15000000000000002,13,14,8,45,0.5301430225372314
10434,OneHotEncoder,False,gini,11,0.25,12,7,32,45,0.8336746692657471
10435,PCA,True,gini,12,0.4,1,12,16,45,1.4267868995666504
10436,NoneType,False,entropy,11,0.3,2,14,64,45,0.8256676197052002
10437,PCA,True,entropy,10,0.25,12,6,64,45,3.3397653102874756
10438,OneHotEncoder,False,entropy,NoneType,0.2,3,5,256,45,3.142212390899658
10439,NoneType,True,gini,NoneType,0.2,20,13,8,45,0.4122941493988037
10440,OneHotEncoder,False,gini,10,0.2,2,16,32,45,0.7041604518890381
10441,OneHotEncoder,True,entropy,12,0.35000000000000003,19,19,128,45,1.5224528312683105
10442,NoneType,False,entropy,10,0.3,15,7,256,45,2.023916482925415
10443,NoneType,True,entropy,11,0.15000000000000002,13,11,128,45,0.7963056564331055
10444,PCA,True,gini,9,0.25,11,13,512,45,9.41959023475647
10445,OneHotEncoder,True,gini,9,0.35000000000000003,10,6,32,45,0.716245174407959
10446,OneHotEncoder,True,entropy,11,0.15000000000000002,10,4,256,45,1.905240535736084
10447,OneHotEncoder,False,gini,11,0.05,4,16,16,45,0.5024375915527344
10448,OneHotEncoder,True,gini,12,0.05,11,16,64,45,0.7114427089691162
10449,OneHotEncoder,False,gini,10,0.05,2,12,64,45,0.7018144130706787
10450,OneHotEncoder,False,gini,8,0.05,6,3,64,45,0.7163562774658203
10451,OneHotEncoder,True,gini,11,0.1,14,15,256,45,1.6068370342254639
10452,OneHotEncoder,False,entropy,11,0.1,15,5,512,45,3.71085524559021
10453,OneHotEncoder,False,entropy,9,0.05,3,12,64,45,0.707578182220459
10454,OneHotEncoder,True,gini,8,0.2,4,7,256,45,2.001089334487915
10455,OneHotEncoder,True,entropy,9,0.15000000000000002,5,17,256,45,1.9072389602661133
10456,OneHotEncoder,True,entropy,11,0.05,5,20,64,45,0.7072947025299072
10457,OneHotEncoder,False,entropy,NoneType,0.45,20,2,512,45,8.656519174575806
10458,OneHotEncoder,False,entropy,12,0.3,9,4,256,45,3.7299931049346924
10459,OneHotEncoder,False,entropy,9,0.3,2,3,64,45,1.3146398067474365
10460,OneHotEncoder,True,entropy,11,0.05,15,20,128,45,0.9298248291015625
10461,OneHotEncoder,False,gini,NoneType,0.3,14,5,64,45,1.2324938774108887
10462,OneHotEncoder,False,entropy,NoneType,0.1,15,4,128,45,1.2026541233062744
10463,OneHotEncoder,True,entropy,NoneType,0.05,2,4,256,45,1.608302354812622
10464,OneHotEncoder,True,entropy,9,0.45,1,3,128,45,1.9433233737945557
10465,PCA,False,gini,8,0.05,13,18,256,45,2.6079981327056885
10466,OneHotEncoder,False,gini,8,0.05,8,11,64,45,0.6081852912902832
10467,OneHotEncoder,False,entropy,NoneType,0.05,14,5,512,45,2.818936824798584
10468,OneHotEncoder,False,entropy,NoneType,0.1,16,5,64,45,0.7974438667297363
10469,DualImputer,True,gini,10,0.2,5,18,32,41,0.5456409454345703
10470,PCA,True,entropy,11,0.05,6,11,512,45,6.945919513702393
10471,OneHotEncoder,True,entropy,NoneType,0.05,3,4,16,45,0.5113914012908936
10472,OneHotEncoder,False,entropy,12,0.1,4,12,64,45,0.9050099849700928
10473,OneHotEncoder,True,gini,8,0.05,4,5,128,45,0.9099264144897461
10474,OneHotEncoder,False,gini,8,0.25,20,3,32,45,0.7147517204284668
10475,OneHotEncoder,True,entropy,12,0.45,3,18,64,45,1.2155382633209229
10476,OneHotEncoder,False,entropy,8,0.2,3,20,64,45,1.0101988315582275
10477,OneHotEncoder,False,gini,8,0.05,7,18,512,45,2.619262218475342
10478,OneHotEncoder,True,entropy,11,0.1,12,11,64,45,0.7062466144561768
10479,OneHotEncoder,False,entropy,8,0.1,14,13,512,45,3.4202096462249756
10480,OneHotEncoder,False,entropy,8,0.05,17,3,256,45,1.5144977569580078
10481,OneHotEncoder,True,entropy,8,0.05,4,20,512,45,2.309408187866211
10482,OneHotEncoder,True,entropy,8,0.05,2,14,64,45,0.6021161079406738
10483,NoneType,False,entropy,8,0.25,13,18,8,45,0.42177414894104004
10484,OneHotEncoder,True,entropy,NoneType,0.05,20,6,8,45,0.5079922676086426
10485,OneHotEncoder,False,gini,8,0.05,15,14,512,45,2.5164031982421875
10486,OneHotEncoder,True,gini,8,0.15000000000000002,18,13,32,45,0.6202182769775391
10487,NoneType,True,entropy,NoneType,0.05,14,11,512,45,1.916825771331787
10488,OneHotEncoder,True,entropy,11,0.1,12,3,512,45,2.9190151691436768
10489,OneHotEncoder,False,entropy,11,0.05,13,20,512,45,2.814035177230835
10490,OneHotEncoder,True,gini,11,0.05,9,7,32,45,0.5014715194702148
10491,OneHotEncoder,True,entropy,11,0.05,1,3,512,45,2.7255353927612305
10492,OneHotEncoder,True,gini,9,0.05,6,8,512,45,2.312040090560913
10493,OneHotEncoder,False,gini,12,0.2,8,12,64,45,1.0078074932098389
10494,PCA,False,entropy,8,0.45,4,19,512,45,54.70558047294617
10495,OneHotEncoder,True,entropy,9,0.45,7,19,256,45,3.219270944595337
10496,OneHotEncoder,False,entropy,11,0.15000000000000002,8,6,64,45,0.9192519187927246
10497,NoneType,True,gini,8,0.3,20,10,64,45,0.7007131576538086
10498,OneHotEncoder,True,entropy,NoneType,0.05,4,20,128,45,0.9102602005004883
10499,OneHotEncoder,False,gini,11,0.15000000000000002,9,8,256,45,2.4094643592834473
10500,OneHotEncoder,False,entropy,NoneType,0.15000000000000002,12,19,128,45,1.5255811214447021
10501,PCA,False,gini,NoneType,0.15000000000000002,3,8,256,45,6.623079776763916
10502,PCA,False,gini,NoneType,0.25,13,14,8,45,1.111520767211914
10503,NoneType,True,gini,NoneType,0.05,2,18,128,45,0.7009470462799072
10504,DualImputer,False,gini,8,0.25,9,20,64,41,0.5251963138580322
10505,OneHotEncoder,True,entropy,8,0.1,5,14,128,45,1.009568452835083
10506,OneHotEncoder,True,gini,10,0.45,2,12,128,45,1.8107454776763916
10507,DualImputer,False,entropy,11,0.4,16,19,8,41,0.41376209259033203
10508,"['DualImputer', 'OneHotEncoder']",True,entropy,NoneType,0.35000000000000003,18,16,32,41,0.495729923248291
10509,"['DualImputer', 'PCA']",False,gini,12,0.1,20,20,256,41,1.210839033126831
10510,OneHotEncoder,True,entropy,8,0.05,20,19,128,45,0.910534143447876
10511,"['DualImputer', 'PCA']",False,entropy,12,0.45,13,15,32,41,1.2073266506195068
10512,"['DualImputer', 'PCA']",False,entropy,NoneType,0.1,9,15,32,41,0.7385821342468262
10513,"['DualImputer', 'PCA']",True,gini,10,0.1,12,7,64,41,0.6185426712036133
10514,"['DualImputer', 'PCA']",False,entropy,9,0.3,11,2,512,41,8.420440673828125
10515,"['DualImputer', 'PCA']",True,gini,8,0.05,10,13,512,41,1.8278422355651855
10516,"['DualImputer', 'PCA']",True,entropy,12,0.3,2,13,32,41,0.9074180126190186
10517,"['DualImputer', 'PCA']",True,gini,8,0.2,19,6,256,41,1.2088935375213623
10518,"['DualImputer', 'PCA']",True,gini,12,0.2,16,17,16,41,0.6188697814941406
10519,DualImputer,True,gini,9,0.4,1,13,8,41,0.4069693088531494
10520,"['DualImputer', 'OneHotEncoder']",True,gini,11,0.1,5,7,16,41,0.505204439163208
10521,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.35000000000000003,10,20,16,41,0.5064997673034668
10522,"['DualImputer', 'PCA']",True,entropy,8,0.35000000000000003,9,18,512,41,6.423221111297607
10523,"['DualImputer', 'PCA']",False,entropy,NoneType,0.3,17,20,32,41,0.9021823406219482
10524,DualImputer,True,entropy,10,0.45,18,18,512,41,1.6231141090393066
10525,DualImputer,True,entropy,NoneType,0.1,1,20,8,41,0.41625499725341797
10526,"['DualImputer', 'OneHotEncoder']",True,gini,8,0.2,1,15,128,41,0.7084267139434814
10527,DualImputer,True,entropy,NoneType,0.2,2,7,256,41,1.0052220821380615
10528,DualImputer,True,entropy,8,0.45,1,12,8,41,0.3987424373626709
10529,DualImputer,False,gini,10,0.45,1,20,512,41,1.619185447692871
10530,"['DualImputer', 'PCA']",True,gini,NoneType,0.05,9,5,512,41,1.726478099822998
10531,"['DualImputer', 'PCA']",False,gini,11,0.15000000000000002,11,13,8,41,0.6027705669403076
10532,"['DualImputer', 'PCA']",True,gini,9,0.05,12,17,64,41,0.7064547538757324
10533,"['DualImputer', 'PCA']",False,gini,NoneType,0.15000000000000002,12,17,16,41,0.6093220710754395
10534,"['DualImputer', 'PCA']",True,entropy,NoneType,0.4,10,17,8,41,0.6181082725524902
10535,DualImputer,False,gini,12,0.05,4,2,256,41,1.0014598369598389
10536,DualImputer,False,gini,9,0.35000000000000003,5,4,8,41,0.4159693717956543
10537,DualImputer,False,entropy,12,0.45,18,20,128,41,0.7018852233886719
10538,"['DualImputer', 'PCA']",False,entropy,10,0.3,18,4,32,41,1.0256071090698242
10539,"['DualImputer', 'PCA']",True,gini,11,0.1,9,3,16,41,0.6107704639434814
10540,DualImputer,False,entropy,12,0.05,1,20,64,41,0.5333900451660156
10541,DualImputer,False,entropy,NoneType,0.05,5,4,64,41,0.5026090145111084
10542,DualImputer,True,gini,12,0.35000000000000003,10,19,256,41,0.8944816589355469
10543,"['DualImputer', 'PCA']",True,gini,8,0.3,1,2,32,41,0.6205911636352539
10544,"['DualImputer', 'PCA']",False,entropy,NoneType,0.25,19,19,128,41,2.1162140369415283
10545,"['DualImputer', 'PCA']",False,entropy,8,0.1,13,7,32,41,0.7028133869171143
10546,"['DualImputer', 'PCA']",True,entropy,8,0.15000000000000002,9,20,64,41,0.9206204414367676
10547,"['DualImputer', 'PCA']",False,gini,8,0.1,18,12,128,41,0.9016647338867188
10548,DualImputer,False,entropy,12,0.1,19,18,256,41,0.8988833427429199
10549,"['DualImputer', 'PCA']",False,entropy,11,0.05,2,3,512,41,2.717346668243408
10550,"['DualImputer', 'PCA']",True,gini,12,0.45,5,19,8,41,0.6068272590637207
10551,"['DualImputer', 'PCA']",False,gini,11,0.15000000000000002,2,20,16,41,0.6166393756866455
10552,DualImputer,False,gini,10,0.1,13,16,256,41,1.0068161487579346
10553,"['DualImputer', 'PCA']",True,entropy,9,0.3,3,6,16,41,0.7233991622924805
10554,"['DualImputer', 'PCA']",True,entropy,9,0.05,14,19,512,41,2.127009868621826
10555,"['DualImputer', 'PCA']",False,entropy,12,0.05,18,20,64,41,0.8069243431091309
10556,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.05,1,2,16,41,0.5044271945953369
10557,DualImputer,True,entropy,NoneType,0.05,1,20,256,41,1.0090320110321045
10558,"['DualImputer', 'PCA']",False,gini,10,0.15000000000000002,15,9,16,41,0.6063358783721924
10559,DualImputer,False,gini,10,0.25,3,10,32,41,0.520056962966919
10560,"['DualImputer', 'PCA']",False,entropy,9,0.05,18,15,32,41,0.7093496322631836
10561,"['DualImputer', 'PCA']",False,entropy,9,0.1,3,20,8,41,0.6167585849761963
10562,PCA,True,gini,9,0.25,10,9,8,45,1.0023479461669922
10563,DualImputer,False,gini,NoneType,0.1,10,11,64,41,0.5192866325378418
10564,DualImputer,True,entropy,9,0.1,3,10,32,41,0.5083920955657959
10565,PCA,True,entropy,12,0.1,19,3,128,45,3.107107400894165
10566,NoneType,False,gini,10,0.45,16,16,128,45,1.3999764919281006
10567,OneHotEncoder,True,gini,8,0.05,19,5,256,45,1.1949422359466553
10568,OneHotEncoder,False,gini,NoneType,0.1,14,11,64,45,0.8079895973205566
10569,PCA,True,entropy,11,0.4,16,18,256,45,14.425346612930298
10570,OneHotEncoder,True,entropy,9,0.45,9,12,128,45,1.799994707107544
10571,PCA,False,entropy,NoneType,0.05,17,19,16,45,1.0939693450927734
10572,OneHotEncoder,False,gini,8,0.1,17,15,16,45,0.49721622467041016
10573,OneHotEncoder,True,gini,10,0.25,10,17,512,45,4.212105989456177
10574,PCA,False,entropy,11,0.4,18,12,64,45,6.5206568241119385
10575,NoneType,True,gini,9,0.25,6,5,32,45,0.5263590812683105
10576,PCA,True,entropy,12,0.25,4,13,32,45,2.196615219116211
10577,NoneType,False,entropy,10,0.4,7,2,64,45,0.9306225776672363
10578,NoneType,True,gini,10,0.05,20,17,256,45,1.1276576519012451
10579,NoneType,False,entropy,12,0.3,2,20,256,45,2.228018283843994
10580,OneHotEncoder,True,entropy,NoneType,0.1,17,7,512,45,2.945111036300659
10581,OneHotEncoder,False,gini,12,0.45,18,12,256,45,4.442816495895386
10582,NoneType,False,entropy,NoneType,0.05,8,15,64,45,0.6308531761169434
10583,PCA,False,entropy,10,0.25,6,9,32,45,3.056379795074463
10584,OneHotEncoder,True,gini,12,0.1,1,6,8,45,0.44988489151000977
10585,NoneType,True,gini,NoneType,0.1,13,15,512,45,2.029106616973877
